"Date","Time","Open","High","Low","Close","Vol","OI"
04/12/1991,16:00,5.69,6.88,5.63,6.81,21580600,0
04/19/1991,16:00,6.81,7.13,6.56,6.75,15567400,0
04/26/1991,16:00,6.72,6.72,6.00,6.19,12185200,0
05/03/1991,16:00,6.19,6.38,5.81,6.06,9439400,0
05/10/1991,16:00,6.06,6.38,5.75,6.13,7347600,0
05/17/1991,16:00,6.13,6.25,5.25,5.50,6562600,0
05/24/1991,16:00,5.50,6.75,5.50,6.50,12513200,0
05/31/1991,16:00,6.50,6.88,6.38,6.75,6369400,0
06/07/1991,16:00,6.75,7.06,6.38,6.50,9446000,0
06/14/1991,16:00,6.50,6.88,6.19,6.44,7883800,0
06/21/1991,16:00,6.44,6.44,5.81,6.00,4962200,0
06/28/1991,16:00,6.00,6.19,5.69,6.00,4325400,0
07/05/1991,16:00,6.19,6.31,5.56,5.69,4258200,0
07/12/1991,16:00,5.56,6.56,5.50,6.50,10177000,0
07/19/1991,16:00,6.50,6.81,5.56,5.56,12151000,0
07/26/1991,16:00,5.56,5.69,5.13,5.19,8474600,0
08/02/1991,16:00,5.19,5.94,5.06,5.75,6129000,0
08/09/1991,16:00,5.75,5.81,5.50,5.50,4460200,0
08/16/1991,16:00,5.50,5.88,5.44,5.56,3439400,0
08/23/1991,16:00,5.38,5.94,5.06,5.75,8678000,0
08/30/1991,16:00,5.81,6.31,5.63,6.19,24240400,0
09/06/1991,16:00,6.19,6.25,5.75,5.94,5330200,0
09/13/1991,16:00,5.94,6.00,5.56,5.63,3659000,0
09/20/1991,16:00,5.56,5.56,5.06,5.19,7330600,0
09/27/1991,16:00,5.19,5.38,4.69,4.81,7390600,0
10/04/1991,16:00,4.69,4.75,4.19,4.50,16451600,0
10/11/1991,16:00,4.50,5.25,4.44,5.25,8376800,0
10/18/1991,16:00,5.38,5.75,5.31,5.50,11652200,0
10/25/1991,16:00,5.50,5.50,5.13,5.19,4737800,0
11/01/1991,16:00,5.25,6.50,5.25,6.13,20338200,0
11/08/1991,16:00,6.13,6.69,5.88,6.50,15727000,0
11/15/1991,16:00,6.50,7.06,6.06,6.31,11845400,0
11/22/1991,16:00,6.31,7.06,6.00,6.94,12051400,0
11/29/1991,16:00,7.06,7.31,6.75,7.19,11073000,0
12/06/1991,16:00,7.00,7.75,6.94,7.56,13565800,0
12/13/1991,16:00,7.56,8.06,7.31,7.88,10431800,0
12/20/1991,16:00,7.88,8.63,7.31,8.25,17298000,0
12/27/1991,16:00,8.38,8.88,8.31,8.38,6305000,0
01/03/1992,16:00,8.38,9.19,8.38,9.13,9796000,0
01/10/1992,16:00,9.13,10.25,9.00,9.56,30872000,0
01/17/1992,16:00,9.69,10.13,8.69,9.31,21425600,0
01/24/1992,16:00,9.81,10.63,9.69,10.31,17476400,0
01/31/1992,16:00,10.50,10.69,9.13,9.44,19450800,0
02/07/1992,16:00,9.25,10.75,9.25,10.06,19479600,0
02/14/1992,16:00,10.25,10.56,9.56,9.69,11723400,0
02/21/1992,16:00,9.94,10.13,9.50,9.75,9696800,0
02/28/1992,16:00,9.69,10.00,8.94,9.19,13884200,0
03/06/1992,16:00,9.13,9.19,8.13,8.56,13307600,0
03/13/1992,16:00,8.63,9.38,8.56,8.94,7546600,0
03/20/1992,16:00,8.94,9.44,8.75,9.38,5678200,0
03/27/1992,16:00,9.38,9.81,8.75,8.75,9981600,0
04/03/1992,16:00,8.75,8.94,8.31,8.88,7964000,0
04/10/1992,16:00,8.94,9.75,8.19,8.31,19979200,0
04/17/1992,16:00,8.31,8.88,8.19,8.44,7888400,0
04/24/1992,16:00,8.31,8.31,7.31,7.50,10060000,0
05/01/1992,16:00,7.50,8.94,7.44,8.44,10382000,0
05/08/1992,16:00,8.50,9.06,8.38,8.94,7226400,0
05/15/1992,16:00,8.88,9.25,7.63,7.75,13586400,0
05/22/1992,16:00,7.81,8.00,7.38,7.69,11912600,0
05/29/1992,16:00,7.75,8.00,7.56,7.88,5067600,0
06/05/1992,16:00,7.75,7.81,7.38,7.50,4583000,0
06/12/1992,16:00,7.44,8.00,7.25,7.44,8802200,0
06/19/1992,16:00,7.44,7.69,4.38,4.69,26602600,0
06/26/1992,16:00,4.88,4.94,4.25,4.31,13928400,0
07/03/1992,16:00,4.38,4.50,3.69,3.81,10461800,0
07/10/1992,16:00,3.81,4.31,3.69,4.13,14090800,0
07/17/1992,16:00,4.25,4.50,4.19,4.31,12939800,0
07/24/1992,16:00,4.31,4.44,4.19,4.19,4484000,0
07/31/1992,16:00,4.25,4.44,4.19,4.44,5846400,0
08/07/1992,16:00,4.38,4.81,4.38,4.69,10185800,0
08/14/1992,16:00,4.63,4.69,4.50,4.69,3918400,0
08/21/1992,16:00,4.63,4.69,4.25,4.31,3328800,0
08/28/1992,16:00,4.25,4.88,4.19,4.75,6762200,0
09/04/1992,16:00,4.88,5.94,4.81,5.56,16565600,0
09/11/1992,16:00,5.56,6.25,5.38,6.19,8826200,0
09/18/1992,16:00,6.31,6.50,5.88,6.13,8775200,0
09/25/1992,16:00,6.13,6.19,5.56,5.75,5776200,0
10/02/1992,16:00,5.63,5.81,5.31,5.63,6408200,0
10/09/1992,16:00,5.50,6.50,5.38,5.94,23558400,0
10/16/1992,16:00,6.13,6.56,6.13,6.50,10255400,0
10/23/1992,16:00,6.50,7.19,6.44,7.19,14529400,0
10/30/1992,16:00,7.13,8.38,7.13,8.25,13769200,0
11/06/1992,16:00,8.25,8.31,7.56,8.13,9091600,0
11/13/1992,16:00,8.06,8.25,7.75,8.25,6180400,0
11/20/1992,16:00,8.13,9.25,7.94,9.19,13846000,0
11/27/1992,16:00,9.00,9.31,8.50,8.69,8174800,0
12/04/1992,16:00,8.75,9.19,7.25,8.38,17355000,0
12/11/1992,16:00,8.56,9.06,8.31,8.38,8714600,0
12/18/1992,16:00,8.44,9.25,7.94,9.13,13640000,0
12/25/1992,16:00,9.13,9.38,8.50,8.81,8194800,0
01/01/1993,16:00,8.81,9.13,8.75,9.06,4009400,0
01/08/1993,16:00,9.06,10.75,8.81,9.63,20825400,0
01/15/1993,16:00,10.00,10.25,9.56,10.00,15301800,0
01/22/1993,16:00,10.06,10.44,9.75,9.88,6280000,0
01/29/1993,16:00,9.88,10.06,9.19,9.38,8599800,0
02/05/1993,16:00,9.31,10.44,9.25,9.81,13373400,0
02/12/1993,16:00,9.88,10.75,9.75,10.69,12882000,0
02/19/1993,16:00,10.56,11.19,9.69,11.06,12427800,0
02/26/1993,16:00,11.13,11.25,10.31,10.88,9446800,0
03/05/1993,16:00,10.94,11.75,10.44,11.63,11012000,0
03/12/1993,16:00,11.75,12.25,11.50,11.88,8004200,0
03/19/1993,16:00,12.00,12.06,11.25,11.31,6409800,0
03/26/1993,16:00,11.19,11.69,10.81,11.38,6126600,0
04/02/1993,16:00,11.56,11.63,10.56,10.69,6534800,0
04/09/1993,16:00,10.69,12.75,10.69,12.44,14719600,0
04/16/1993,16:00,12.63,13.00,11.88,12.06,10372400,0
04/23/1993,16:00,13.63,16.44,13.56,15.25,31166000,0
04/30/1993,16:00,15.25,15.25,13.63,14.06,14725400,0
05/07/1993,16:00,14.25,15.31,14.19,14.75,9760600,0
05/14/1993,16:00,14.75,15.00,14.19,14.25,5837000,0
05/21/1993,16:00,14.19,14.81,13.63,14.44,12453400,0
05/28/1993,16:00,14.38,15.38,14.00,14.31,8874000,0
06/04/1993,16:00,14.25,14.63,13.81,14.00,6092400,0
06/11/1993,16:00,12.38,12.38,10.50,10.56,28746400,0
06/18/1993,16:00,10.75,11.31,10.19,10.38,19983200,0
06/25/1993,16:00,10.38,10.94,10.25,10.69,7122600,0
07/02/1993,16:00,10.75,12.25,10.75,11.94,13561400,0
07/09/1993,16:00,12.13,12.63,11.56,12.44,7567200,0
07/16/1993,16:00,12.50,12.56,11.38,11.50,6972000,0
07/23/1993,16:00,11.50,12.88,11.50,12.19,7023600,0
07/30/1993,16:00,12.25,12.38,11.75,11.94,2968400,0
08/06/1993,16:00,12.13,14.13,12.13,14.13,9850800,0
08/13/1993,16:00,14.13,15.13,13.88,15.13,11050800,0
08/20/1993,16:00,14.94,16.31,14.94,15.50,14039200,0
08/27/1993,16:00,15.50,15.88,15.13,15.63,9241200,0
09/03/1993,16:00,15.63,16.25,14.25,14.50,14786000,0
09/10/1993,16:00,13.75,14.38,13.00,14.25,12542200,0
09/17/1993,16:00,14.38,14.88,13.69,14.69,7631200,0
09/24/1993,16:00,14.69,15.31,14.13,15.00,6550200,0
10/01/1993,16:00,15.00,15.13,12.50,12.94,17754000,0
10/08/1993,16:00,13.13,13.38,10.00,10.25,44909600,0
10/15/1993,16:00,10.38,10.56,9.75,10.13,16959000,0
10/22/1993,16:00,10.25,10.38,8.94,10.00,13584000,0
10/29/1993,16:00,9.88,10.13,9.50,9.88,14333200,0
11/05/1993,16:00,10.00,10.25,9.38,9.63,8479800,0
11/12/1993,16:00,9.69,10.13,9.38,9.88,7373400,0
11/19/1993,16:00,9.88,10.13,9.06,9.25,10279200,0
11/26/1993,16:00,9.25,9.69,8.94,9.56,7134400,0
12/03/1993,16:00,9.63,9.75,9.19,9.25,6539400,0
12/10/1993,16:00,9.19,9.19,8.69,8.81,9211200,0
12/17/1993,16:00,8.94,9.19,8.81,8.94,5239200,0
12/24/1993,16:00,9.06,9.06,8.50,8.69,6198000,0
12/31/1993,16:00,8.69,9.13,8.63,8.88,5481000,0
01/07/1994,16:00,8.88,9.25,8.38,9.19,12375800,0
01/14/1994,16:00,9.19,9.44,8.81,9.44,8460000,0
01/21/1994,16:00,9.75,9.88,9.25,9.63,5406400,0
01/28/1994,16:00,9.56,10.69,9.50,10.19,12648400,0
02/04/1994,16:00,10.31,10.44,10.06,10.19,7414000,0
02/11/1994,16:00,10.13,11.13,10.06,10.63,9802400,0
02/18/1994,16:00,10.75,11.25,10.56,10.88,5299800,0
02/25/1994,16:00,10.81,11.19,10.50,10.63,4205600,0
03/04/1994,16:00,10.69,12.06,10.63,11.69,10496200,0
03/11/1994,16:00,11.56,14.50,10.63,14.13,38229400,0
03/18/1994,16:00,14.00,15.13,13.75,14.88,23470000,0
03/25/1994,16:00,14.88,15.88,14.69,14.81,16322600,0
04/01/1994,16:00,14.81,15.75,13.88,15.63,18657800,0
04/08/1994,16:00,15.31,15.88,13.81,14.00,19767000,0
04/15/1994,16:00,13.88,14.00,11.94,12.00,12394200,0
04/22/1994,16:00,12.19,13.06,11.38,12.75,11455600,0
04/29/1994,16:00,12.69,13.69,12.69,13.19,6680200,0
05/06/1994,16:00,13.19,13.63,12.19,12.25,8360600,0
05/13/1994,16:00,12.13,12.69,11.31,11.88,9206400,0
05/20/1994,16:00,11.94,13.06,11.44,12.56,6294800,0
05/27/1994,16:00,12.75,13.56,12.69,13.13,7519600,0
06/03/1994,16:00,12.94,14.81,12.88,14.13,9671800,0
06/10/1994,16:00,14.25,14.38,12.88,13.44,7480400,0
06/17/1994,16:00,13.44,13.69,12.81,13.00,5704400,0
06/24/1994,16:00,12.81,13.00,11.88,12.19,6405400,0
07/01/1994,16:00,12.00,13.44,12.00,13.00,10593400,0
07/08/1994,16:00,13.00,13.69,12.44,13.38,5087200,0
07/15/1994,16:00,13.50,13.50,12.50,12.69,6932000,0
07/22/1994,16:00,12.63,13.06,12.19,12.94,6822800,0
07/29/1994,16:00,12.94,13.50,12.63,13.50,4385800,0
08/05/1994,16:00,13.44,13.69,13.00,13.31,3508800,0
08/12/1994,16:00,13.25,14.31,13.13,14.19,6623000,0
08/19/1994,16:00,14.19,14.50,13.94,14.38,4286600,0
08/26/1994,16:00,14.25,14.81,14.19,14.69,7192800,0
09/02/1994,16:00,14.69,14.94,13.69,14.06,9725600,0
09/09/1994,16:00,14.06,14.19,13.69,13.94,3814800,0
09/16/1994,16:00,13.88,15.00,13.69,15.00,7748600,0
09/23/1994,16:00,15.06,15.50,14.25,15.00,9181000,0
09/30/1994,16:00,14.94,15.25,14.50,14.88,6120800,0
10/07/1994,16:00,15.13,15.19,12.06,12.31,28212000,0
10/14/1994,16:00,12.50,12.75,11.13,11.38,26053600,0
10/21/1994,16:00,11.44,12.00,11.31,11.88,12707600,0
10/28/1994,16:00,12.19,13.38,12.00,13.19,14087400,0
11/04/1994,16:00,13.13,13.38,12.75,13.00,9438200,0
11/11/1994,16:00,13.00,13.13,12.06,12.25,6173400,0
11/18/1994,16:00,12.19,12.63,12.06,12.63,7639000,0
11/25/1994,16:00,12.75,13.06,12.13,12.63,7603600,0
12/02/1994,16:00,12.75,12.94,12.38,12.50,6423400,0
12/09/1994,16:00,12.50,12.56,11.56,11.88,6333600,0
12/16/1994,16:00,11.81,12.13,11.19,11.56,8692000,0
